region,farm_size_ha,barley_variety,variety_maturity,soil_type,soil_ph,organic_matter_percent,nitrogen_content_percent,phosphorus_content_ppm,potassium_content_ppm,growing_season_temp_c,rainfall_mm,sunshine_hours_day,yield_tons_ha
Chaouia-Ouardigha,28.54,Khnata,Early,Clay,7.0,1.82,0.17,18.43,105.41,21.34,301.81,7.46,5.77
Gharb-Chrarda-Beni Hssen,,Amira,Late,Vertisol,7.3,3.23,,20.45,96.85,18.34,497.8,9.09,5.7
Chaouia-Ouardigha,21.97,Massine,Late,Vertisol,6.8,1.72,0.12,12.66,100.1,23.5,367.28,7.56,5.06
Tanger-Tétouan,5.75,Amira,Late,Loam,7.5,1.44,0.14,9.93,172.54,19.52,287.49,7.21,2.1
Gharb-Chrarda-Beni Hssen,9.11,Amira,Late,Vertisol,7.8,2.37,0.14,,172.6,20.15,472.1,6.71,3.66
Marrakech-Tensift-Al Haouz,0.65,Khnata,Early,Clay,8.4,2.0,0.24,13.91,198.71,22.26,,8.73,2.12
Chaouia-Ouardigha,20.9,Assiya,Medium,Sandy,7.7,1.19,0.16,20.97,185.26,19.93,473.09,8.26,2.3
Meknès-Tafilalet,13.74,Khnata,Early,Sandy,7.7,1.24,0.21,18.34,142.96,20.61,331.6,8.65,4.05
Doukkala-Abda,20.31,Amira,Late,Vertisol,8.1,1.38,0.21,17.05,165.8,20.41,379.93,6.18,1.2
Souss-Massa-Drâa,13.17,Massine,Late,Sandy,7.7,0.8,0.13,22.49,176.36,22.41,291.09,,5.85
Doukkala-Abda,23.1,Amira,Late,Sandy,7.2,1.56,0.18,27.03,151.78,17.83,404.11,9.13,5.59
Doukkala-Abda,8.01,Khnata,Early,Vertisol,6.1,0.8,0.23,34.22,146.59,19.87,378.84,7.35,2.9
Chaouia-Ouardigha,27.56,Assiya,Medium,Vertisol,7.6,1.52,0.16,19.39,170.31,22.74,358.64,7.6,3.58
Gharb-Chrarda-Beni Hssen,1.46,Amira,Late,Loam,7.7,2.63,0.24,18.5,158.05,20.03,431.56,9.28,3.33
Marrakech-Tensift-Al Haouz,8.24,Assiya,Medium,Loam,7.8,1.31,0.12,16.05,170.15,21.96,255.88,9.67,5.41
Chaouia-Ouardigha,8.55,Chifaa,Medium,Vertisol,7.1,2.17,0.09,19.02,165.8,22.05,337.68,6.59,4.44
Rabat-Salé-Zemmour-Zaër,0.67,Chifaa,Medium,Clay,,1.47,0.23,8.48,180.69,22.67,442.44,6.82,2.39
Gharb-Chrarda-Beni Hssen,6.62,Amira,Late,Vertisol,7.3,2.8,0.22,15.3,169.99,20.46,429.31,6.51,
Gharb-Chrarda-Beni Hssen,4.78,Assiya,Medium,Vertisol,7.5,2.54,0.25,17.59,152.76,20.2,514.02,7.55,3.14
Gharb-Chrarda-Beni Hssen,7.55,Khnata,Early,Vertisol,6.7,1.34,,20.03,175.45,22.77,455.56,6.64,5.8
Gharb-Chrarda-Beni Hssen,8.87,Khnata,Early,Vertisol,7.3,3.5,0.24,,142.93,21.21,485.92,9.02,1.88
Marrakech-Tensift-Al Haouz,1.13,Assiya,Medium,Loam,7.9,1.47,0.22,16.29,113.83,22.44,276.95,9.03,1.45
Doukkala-Abda,8.08,Assiya,Medium,Sandy,7.6,1.15,0.22,17.76,,18.33,437.55,7.69,5.4
Doukkala-Abda,18.97,Amira,Late,Vertisol,7.7,0.94,0.18,28.47,158.39,19.63,335.45,7.63,5.48
Souss-Massa-Drâa,5.48,Amira,Late,Loam,7.9,1.41,0.15,18.13,162.69,18.53,262.07,8.52,5.36
Tadla-Azilal,11.07,Khnata,Early,Clay,7.4,1.45,0.24,13.01,216.09,19.08,297.16,6.35,3.55
Gharb-Chrarda-Beni Hssen,,Assiya,Medium,Vertisol,7.1,2.25,0.15,15.27,130.61,21.38,,9.47,4.3
Fès-Boulemane,12.76,Khnata,Early,Clay,8.0,1.38,0.17,9.32,135.18,15.31,310.21,8.35,3.82
Meknès-Tafilalet,10.54,Khnata,Early,Clay,7.7,1.75,0.16,14.66,108.25,16.84,392.36,7.04,1.35
Gharb-Chrarda-Beni Hssen,6.73,Chifaa,Medium,Clay,7.3,2.01,0.18,18.08,89.87,21.73,445.95,7.4,3.98
Chaouia-Ouardigha,21.82,Khnata,Early,Vertisol,6.8,0.8,,14.41,188.19,20.84,420.57,,1.07
Doukkala-Abda,11.88,Assiya,Medium,Sandy,7.3,1.44,0.09,27.56,114.96,17.69,285.92,7.52,2.62
Meknès-Tafilalet,4.94,Khnata,Early,Clay,7.9,0.8,0.23,17.3,165.25,17.9,347.2,7.27,5.66
Meknès-Tafilalet,11.94,Chifaa,Medium,Clay,7.5,1.64,0.16,11.93,176.29,,224.33,,2.52
Chaouia-Ouardigha,16.16,Amira,Late,Sandy,7.4,1.11,0.18,13.84,145.97,19.76,309.44,7.07,5.7
Doukkala-Abda,24.96,Khnata,Early,Vertisol,8.4,1.57,0.1,27.28,,22.38,435.01,6.64,2.25
Doukkala-Abda,25.56,Assiya,Medium,Vertisol,8.0,,0.08,32.22,142.13,22.92,355.54,5.55,2.57
Meknès-Tafilalet,12.93,Amira,Late,Clay,7.5,1.12,0.12,20.8,119.89,17.2,263.32,4.59,4.14
Chaouia-Ouardigha,27.92,Massine,Late,Vertisol,7.0,1.92,0.2,17.41,205.44,21.39,404.16,9.52,4.81
Chaouia-Ouardigha,15.77,Khnata,Early,Vertisol,6.4,1.33,,14.16,200.62,20.58,450.96,7.48,3.51
Rabat-Salé-Zemmour-Zaër,5.12,Chifaa,Medium,Clay,7.4,3.08,0.23,14.21,102.97,23.87,350.0,6.91,5.41
Doukkala-Abda,19.55,Massine,Late,Sandy,7.3,1.35,0.12,32.59,83.63,16.22,347.18,8.82,1.2
Meknès-Tafilalet,5.88,Massine,Late,Clay,7.7,1.16,0.11,8.67,92.6,18.37,304.81,5.71,5.61
Doukkala-Abda,20.03,Amira,Late,Clay,7.4,1.77,0.11,34.76,120.12,19.47,326.08,7.71,1.98
Chaouia-Ouardigha,22.64,Amira,Late,Vertisol,7.1,1.33,0.08,19.29,216.12,18.13,422.5,6.72,5.42
Doukkala-Abda,,Assiya,Medium,Sandy,6.6,1.16,0.21,28.62,158.19,20.44,296.07,8.11,
Meknès-Tafilalet,,Chifaa,Medium,Clay,7.0,1.31,0.23,8.65,132.26,12.09,298.01,6.98,5.16
Souss-Massa-Drâa,2.92,Assiya,Medium,Sandy,8.2,1.48,0.18,,204.42,22.52,277.81,11.13,4.36
Souss-Massa-Drâa,6.74,Amira,Late,Loam,8.7,2.04,0.11,16.24,143.44,26.1,224.8,8.96,1.88
Gharb-Chrarda-Beni Hssen,2.57,Assiya,Medium,Vertisol,7.2,1.23,0.13,17.12,124.13,20.63,541.48,9.28,
Meknès-Tafilalet,13.41,Amira,Late,Loam,7.7,1.51,,12.72,211.77,16.85,264.24,7.75,2.23
Doukkala-Abda,13.65,Chifaa,Medium,Vertisol,8.0,1.75,0.24,32.81,198.93,21.48,352.39,9.05,2.22
Fès-Boulemane,2.74,Khnata,Early,Clay,7.1,1.58,0.12,17.35,198.11,16.67,375.05,7.86,5.07
Souss-Massa-Drâa,,Chifaa,Medium,Sandy,8.1,2.02,0.2,15.03,151.72,22.12,243.05,8.64,1.53
Chaouia-Ouardigha,21.15,Assiya,Medium,Vertisol,7.0,1.47,0.15,9.24,190.52,21.79,291.01,,2.11
Chaouia-Ouardigha,20.92,Chifaa,Medium,Sandy,7.5,1.43,0.13,20.14,105.11,18.18,394.21,7.25,3.52
Doukkala-Abda,13.52,Assiya,Medium,Vertisol,7.6,1.74,0.16,29.06,160.25,20.27,365.69,,5.15
Chaouia-Ouardigha,,Assiya,Medium,Clay,7.3,1.54,0.09,18.44,217.74,,369.98,,1.74
Doukkala-Abda,15.24,Massine,Late,Clay,7.1,1.34,0.22,25.21,120.73,19.43,428.9,7.73,3.74
Marrakech-Tensift-Al Haouz,5.01,Khnata,Early,Sandy,8.3,1.71,0.12,15.37,191.21,21.15,247.18,8.82,
Gharb-Chrarda-Beni Hssen,10.32,Chifaa,Medium,Vertisol,7.8,1.87,0.2,26.87,148.67,20.77,455.52,6.85,5.3
Souss-Massa-Drâa,9.28,Assiya,Medium,Loam,7.6,1.26,0.09,11.97,85.57,23.66,196.82,7.75,
Souss-Massa-Drâa,5.79,Assiya,Medium,Clay,7.9,1.29,0.24,24.0,186.82,20.06,273.81,7.56,
Fès-Boulemane,3.66,Assiya,Medium,Clay,7.6,2.04,0.11,,103.6,15.19,387.1,7.2,4.26
Doukkala-Abda,29.7,Amira,Late,Vertisol,7.9,0.8,0.23,21.22,168.41,20.75,361.46,7.11,3.17
Gharb-Chrarda-Beni Hssen,7.08,Assiya,Medium,Vertisol,7.0,2.4,0.22,23.99,91.99,,439.46,7.28,1.56
Marrakech-Tensift-Al Haouz,10.48,Khnata,Early,Clay,6.9,,0.24,21.7,212.56,25.35,349.23,9.15,4.55
Doukkala-Abda,8.51,Khnata,Early,Vertisol,8.2,0.83,0.16,18.23,120.84,19.11,270.07,7.42,5.96
Marrakech-Tensift-Al Haouz,7.54,Khnata,Early,Clay,8.3,1.62,0.2,12.98,111.71,20.79,229.12,10.02,4.68
Gharb-Chrarda-Beni Hssen,0.9,Massine,Late,Vertisol,6.7,2.44,0.14,28.59,98.08,23.45,397.33,6.26,1.08
Marrakech-Tensift-Al Haouz,7.83,Massine,Late,Sandy,7.8,1.74,0.11,13.36,212.44,21.49,286.92,8.45,3.48
Gharb-Chrarda-Beni Hssen,14.48,Assiya,Medium,Vertisol,7.7,0.87,0.16,30.85,179.67,20.81,443.33,7.08,4.07
Fès-Boulemane,6.07,Amira,Late,Clay,8.2,2.05,0.11,10.22,183.83,17.36,296.72,6.59,4.45
Tadla-Azilal,1.07,Assiya,Medium,Clay,8.0,1.2,0.25,20.97,149.92,21.85,447.04,5.67,4.6
Rabat-Salé-Zemmour-Zaër,0.95,Amira,Late,Loam,7.4,2.54,0.1,9.16,146.46,,486.99,6.73,3.79
Chaouia-Ouardigha,14.7,Chifaa,Medium,Vertisol,7.2,1.8,0.18,8.21,95.4,22.67,380.11,8.62,2.12
Souss-Massa-Drâa,,Massine,Late,Sandy,7.9,1.15,0.19,23.27,158.38,,229.13,7.13,5.71
Gharb-Chrarda-Beni Hssen,0.84,Assiya,Medium,Vertisol,,2.53,0.17,26.63,114.57,18.36,430.83,8.72,4.48
Souss-Massa-Drâa,11.47,Chifaa,Medium,Clay,7.6,1.35,0.19,13.98,216.8,23.27,215.51,8.93,2.18
Rabat-Salé-Zemmour-Zaër,7.15,Khnata,Early,Loam,7.1,,0.1,11.95,191.52,18.94,411.23,8.79,
Gharb-Chrarda-Beni Hssen,,Massine,Late,Vertisol,7.5,2.78,0.17,27.34,137.82,20.22,434.3,6.72,5.61
Chaouia-Ouardigha,27.5,Khnata,Early,Vertisol,7.2,1.19,0.13,16.65,101.19,19.92,292.37,6.72,5.44
Doukkala-Abda,7.9,Amira,Late,Clay,8.2,,0.24,34.83,189.95,20.52,301.36,6.66,
Marrakech-Tensift-Al Haouz,14.36,Amira,Late,Sandy,7.7,1.34,0.21,24.71,97.09,20.59,287.75,8.44,1.19
Meknès-Tafilalet,5.05,Amira,Late,Loam,7.5,1.61,0.25,18.8,106.51,21.01,479.02,6.77,1.24
Doukkala-Abda,27.21,Khnata,Early,Sandy,7.0,1.48,0.09,23.86,109.61,18.19,306.7,,2.42
Chaouia-Ouardigha,20.07,Massine,Late,Sandy,7.2,1.72,0.13,16.35,157.96,18.43,346.85,6.76,4.15
Souss-Massa-Drâa,12.49,Khnata,Early,Sandy,7.4,,,19.6,190.19,22.87,212.24,9.04,
Tanger-Tétouan,,Amira,Late,Clay,,1.2,0.08,9.73,124.0,18.22,343.32,6.58,4.17
Gharb-Chrarda-Beni Hssen,4.68,Khnata,Early,Vertisol,6.8,2.14,,21.57,91.85,,463.48,6.55,4.59
Doukkala-Abda,29.03,Assiya,Medium,Sandy,,2.26,0.2,16.51,,24.07,323.99,7.0,1.1
Fès-Boulemane,6.15,Assiya,Medium,Loam,7.9,1.45,0.12,9.25,184.74,19.12,390.14,6.94,1.53
Chaouia-Ouardigha,14.64,Assiya,Medium,Vertisol,6.7,1.93,0.17,11.33,111.03,,370.69,9.33,2.8
Tadla-Azilal,5.44,Khnata,Early,Vertisol,8.2,1.52,0.23,16.25,110.79,18.88,319.17,6.91,1.77
Chaouia-Ouardigha,18.54,Khnata,Early,Vertisol,7.9,1.31,0.2,21.34,212.61,22.47,309.92,6.23,1.38
Marrakech-Tensift-Al Haouz,2.74,Assiya,Medium,Loam,8.0,1.4,0.15,16.25,213.58,21.16,239.16,8.49,4.2
Fès-Boulemane,8.53,Chifaa,Medium,Clay,7.2,1.43,0.14,13.7,218.67,15.02,344.03,,5.08
Marrakech-Tensift-Al Haouz,8.35,Chifaa,Medium,Sandy,9.1,1.74,0.16,9.4,193.07,21.06,286.78,9.05,4.76
Meknès-Tafilalet,11.55,Khnata,Early,Clay,6.8,2.05,0.11,17.36,106.35,17.84,220.34,7.73,5.09
Souss-Massa-Drâa,12.59,Assiya,Medium,Clay,,1.64,0.19,12.61,109.68,21.37,233.06,9.3,4.33
Doukkala-Abda,16.01,Khnata,Early,Vertisol,,1.97,0.14,27.3,127.63,18.67,,9.78,4.68
Chaouia-Ouardigha,12.56,Khnata,Early,Vertisol,7.6,1.11,0.22,24.61,124.54,20.84,216.44,8.64,2.36
Chaouia-Ouardigha,11.48,Amira,Late,Vertisol,7.3,1.33,0.21,9.89,213.91,18.58,335.84,7.03,5.97
Tadla-Azilal,3.32,Amira,Late,Vertisol,7.3,1.21,0.18,11.61,190.47,19.12,373.16,4.95,1.92
Souss-Massa-Drâa,1.34,Khnata,Early,Sandy,7.6,,,16.04,181.36,22.82,218.47,9.78,2.07
Marrakech-Tensift-Al Haouz,5.47,Khnata,Early,Sandy,7.9,1.36,0.12,24.47,106.03,20.69,,6.36,2.44
Marrakech-Tensift-Al Haouz,4.42,Khnata,Early,Sandy,7.6,1.79,,21.12,207.33,23.35,335.74,8.01,
Meknès-Tafilalet,14.51,Chifaa,Medium,Clay,7.5,1.13,0.16,23.27,195.9,17.49,268.21,7.65,5.94
Doukkala-Abda,18.94,Massine,Late,Vertisol,7.2,1.52,0.12,21.67,102.91,20.52,391.62,5.52,4.97
Tadla-Azilal,5.54,Khnata,Early,Clay,6.8,1.77,0.11,24.86,201.96,21.3,288.8,8.86,4.15
Gharb-Chrarda-Beni Hssen,8.92,Khnata,Early,Clay,7.6,1.17,0.11,17.06,118.11,20.29,472.11,,3.6
Gharb-Chrarda-Beni Hssen,2.52,Chifaa,Medium,Vertisol,7.1,,0.21,16.06,91.32,18.44,467.35,5.11,
Gharb-Chrarda-Beni Hssen,6.94,Massine,Late,Vertisol,6.8,2.06,0.12,32.11,,19.73,488.2,6.93,4.48
Chaouia-Ouardigha,20.66,Assiya,Medium,Vertisol,7.1,0.8,0.17,,171.53,19.92,234.11,6.18,5.72
Doukkala-Abda,17.22,Khnata,Early,Clay,7.5,1.56,0.16,16.81,93.29,17.97,,9.89,2.58
Meknès-Tafilalet,6.33,Khnata,Early,Sandy,6.6,1.51,0.18,9.93,124.64,18.38,335.16,7.32,2.67
Chaouia-Ouardigha,29.85,Amira,Late,Sandy,7.3,1.47,0.23,8.56,218.99,,384.62,7.01,5.27
Marrakech-Tensift-Al Haouz,13.26,Assiya,Medium,Sandy,7.6,1.9,0.23,9.78,174.98,21.48,279.69,10.05,1.75
Doukkala-Abda,20.59,Khnata,Early,Vertisol,8.4,1.8,0.16,19.19,,22.24,413.49,6.92,5.73
Gharb-Chrarda-Beni Hssen,8.76,Amira,Late,Vertisol,7.4,2.35,0.08,,109.81,19.44,531.75,7.61,3.54
Fès-Boulemane,9.5,Khnata,Early,Clay,7.3,1.68,0.15,19.35,91.03,15.91,376.28,7.7,5.63
Gharb-Chrarda-Beni Hssen,,Chifaa,Medium,Vertisol,7.0,2.15,0.18,30.57,118.77,20.94,554.31,7.05,
Meknès-Tafilalet,6.23,Assiya,Medium,Loam,7.4,2.21,0.17,21.19,114.85,15.41,422.9,8.96,4.58
Fès-Boulemane,1.07,Khnata,Early,Sandy,,0.91,0.19,17.1,112.84,21.8,297.87,5.91,3.41
Marrakech-Tensift-Al Haouz,7.4,Amira,Late,Loam,8.0,1.56,0.11,21.56,106.99,24.24,185.74,7.0,4.13
Gharb-Chrarda-Beni Hssen,8.37,Assiya,Medium,Vertisol,7.1,2.23,0.19,26.92,160.47,19.12,529.61,7.69,3.52
Meknès-Tafilalet,3.8,Massine,Late,Loam,7.5,1.83,0.11,13.35,125.93,17.63,368.68,6.89,
Tadla-Azilal,14.48,Assiya,Medium,Clay,7.2,1.16,0.21,17.54,194.85,20.85,339.32,7.94,4.46
Meknès-Tafilalet,13.69,Khnata,Early,Clay,7.3,0.8,0.14,17.07,105.75,14.09,435.22,6.58,2.26
Doukkala-Abda,23.05,Amira,Late,Sandy,6.5,1.56,0.2,31.47,145.05,20.34,417.09,7.18,5.55
Chaouia-Ouardigha,18.33,Khnata,Early,Vertisol,7.5,1.61,0.09,24.69,81.91,17.97,358.27,7.27,2.47
Doukkala-Abda,26.75,Massine,Late,Vertisol,7.6,2.1,0.15,23.22,147.44,19.21,338.74,7.6,2.86
Marrakech-Tensift-Al Haouz,2.39,Assiya,Medium,Sandy,7.7,0.99,0.2,20.98,87.82,19.9,196.87,8.65,
Chaouia-Ouardigha,24.76,Assiya,Medium,Sandy,7.8,1.96,0.12,9.7,216.88,20.3,333.14,,
Gharb-Chrarda-Beni Hssen,2.31,Khnata,Early,Clay,7.2,3.38,0.22,30.54,190.68,17.89,408.4,7.37,2.43
Marrakech-Tensift-Al Haouz,12.02,Assiya,Medium,Sandy,7.6,,0.19,14.31,148.62,22.89,318.39,8.38,2.29
Fès-Boulemane,4.5,Chifaa,Medium,Sandy,7.9,0.98,,8.67,92.12,20.33,392.94,7.35,5.6
Rabat-Salé-Zemmour-Zaër,13.22,Chifaa,Medium,Loam,7.7,2.0,0.14,14.18,162.94,19.29,431.93,7.53,5.03
Chaouia-Ouardigha,28.6,Khnata,Early,Vertisol,7.3,1.51,,18.38,186.23,21.38,397.92,8.93,1.71
Chaouia-Ouardigha,,Khnata,Early,Sandy,7.1,1.73,0.18,10.03,106.7,21.66,383.08,8.42,4.85
Meknès-Tafilalet,7.21,Chifaa,Medium,Loam,7.7,1.26,0.16,23.71,159.55,15.72,458.26,9.2,5.57
Gharb-Chrarda-Beni Hssen,14.72,Massine,Late,Loam,7.1,2.98,0.2,16.55,193.99,19.58,480.62,7.13,1.39
Meknès-Tafilalet,7.51,Khnata,Early,Clay,7.8,1.05,0.15,23.81,187.55,19.1,275.0,7.3,5.13
Gharb-Chrarda-Beni Hssen,13.02,Assiya,Medium,Vertisol,6.6,1.33,,29.14,192.42,20.55,486.29,8.05,3.74
Doukkala-Abda,19.72,Assiya,Medium,Sandy,7.3,1.94,0.12,21.59,203.11,20.63,409.64,7.23,4.35
Souss-Massa-Drâa,5.94,Chifaa,Medium,Clay,8.7,0.8,0.08,14.64,211.28,22.1,242.77,8.13,3.46
Rabat-Salé-Zemmour-Zaër,4.64,Khnata,Early,Loam,7.1,2.1,0.13,20.59,136.77,16.86,484.42,7.32,4.49
Meknès-Tafilalet,3.45,Khnata,Early,Loam,7.2,2.75,,18.23,159.63,18.68,334.22,9.02,1.17
Fès-Boulemane,11.55,Chifaa,Medium,Loam,7.3,1.5,0.22,19.42,190.69,18.97,490.57,8.29,4.81
Marrakech-Tensift-Al Haouz,6.1,Khnata,Early,Sandy,7.5,1.05,0.11,14.62,177.6,,283.92,7.66,1.17
Gharb-Chrarda-Beni Hssen,7.91,Assiya,Medium,Vertisol,6.5,2.17,0.24,24.76,219.37,23.36,492.05,7.18,3.28
Chaouia-Ouardigha,17.31,Assiya,Medium,Vertisol,7.1,1.48,0.17,24.83,81.91,22.21,357.53,8.52,1.75
Tadla-Azilal,8.87,Assiya,Medium,Clay,7.6,1.56,0.24,11.64,129.72,18.74,377.52,7.42,
Chaouia-Ouardigha,26.64,Assiya,Medium,Sandy,7.2,1.76,0.2,15.1,,21.63,327.21,7.83,2.57
Tadla-Azilal,14.72,Assiya,Medium,Clay,7.4,1.08,0.2,12.96,116.72,21.0,372.78,8.36,3.27
Gharb-Chrarda-Beni Hssen,6.41,Khnata,Early,Vertisol,7.2,3.04,0.09,30.3,111.15,18.49,497.39,7.32,3.14
Doukkala-Abda,25.69,Amira,Late,Sandy,8.0,1.6,0.12,30.28,179.28,17.51,440.48,5.41,4.86
Marrakech-Tensift-Al Haouz,11.59,Chifaa,Medium,Sandy,7.9,1.79,,12.97,91.87,22.77,206.93,8.99,3.41
Souss-Massa-Drâa,8.82,Chifaa,Medium,Sandy,7.8,1.25,0.2,9.38,183.83,23.11,186.63,8.72,
Meknès-Tafilalet,14.36,Khnata,Early,Clay,7.4,2.01,0.14,8.19,177.08,,326.23,7.66,1.37
Souss-Massa-Drâa,3.41,Khnata,Early,Sandy,8.2,1.4,0.21,15.27,115.11,21.43,273.73,6.89,1.96
Meknès-Tafilalet,2.08,Khnata,Early,Clay,8.2,1.61,0.14,14.98,115.4,18.52,426.71,7.31,3.76
Meknès-Tafilalet,12.88,Assiya,Medium,Clay,7.2,1.13,0.22,24.8,168.04,15.23,299.0,6.9,5.74
Souss-Massa-Drâa,6.87,Assiya,Medium,Sandy,8.0,,0.1,15.99,186.7,21.58,267.2,8.55,1.37
Doukkala-Abda,26.17,Amira,Late,Vertisol,7.7,,0.11,20.13,202.71,19.38,451.16,6.62,1.22
Gharb-Chrarda-Beni Hssen,13.45,Khnata,Early,Vertisol,6.9,1.98,0.14,32.82,199.3,24.34,412.16,7.64,1.78
Doukkala-Abda,6.56,Khnata,Early,Vertisol,7.5,1.16,0.15,24.82,215.08,22.66,329.91,6.05,4.21
Tanger-Tétouan,13.31,Assiya,Medium,Sandy,6.8,1.24,0.14,18.19,161.39,18.75,333.2,6.34,2.99
Tadla-Azilal,7.0,Amira,Late,Vertisol,,1.78,0.21,9.63,207.21,18.44,351.63,7.51,5.13
Chaouia-Ouardigha,17.76,Khnata,Early,Sandy,7.3,1.25,0.1,14.51,193.19,18.88,336.15,7.13,1.36
Meknès-Tafilalet,9.59,Amira,Late,Clay,7.3,1.45,0.14,24.05,205.25,19.62,399.48,7.35,1.98
Tadla-Azilal,13.93,Khnata,Early,Vertisol,7.6,1.51,0.22,18.02,81.63,,433.27,8.07,2.5
Doukkala-Abda,5.48,Chifaa,Medium,Sandy,7.5,0.8,0.09,21.89,,17.99,455.8,7.03,4.13
Marrakech-Tensift-Al Haouz,7.41,Chifaa,Medium,Clay,7.6,0.91,0.24,18.64,146.29,21.61,241.88,6.25,4.43
Tadla-Azilal,10.47,Khnata,Early,Clay,7.5,1.63,0.25,23.48,191.75,20.24,430.04,4.88,1.62
Chaouia-Ouardigha,23.07,Khnata,Early,Sandy,6.8,1.21,0.1,12.66,97.81,18.72,336.44,,5.72
Meknès-Tafilalet,10.54,Assiya,Medium,Loam,8.2,1.92,0.13,16.59,135.43,15.42,293.9,6.43,2.71
Fès-Boulemane,2.45,Khnata,Early,Loam,6.8,1.89,0.14,24.3,118.0,20.17,318.69,7.35,4.57
Tadla-Azilal,4.84,Amira,Late,Vertisol,7.4,1.79,0.21,10.93,120.83,18.32,437.85,8.7,3.62
Tanger-Tétouan,5.7,Chifaa,Medium,Loam,7.0,2.23,0.18,20.23,97.26,22.13,367.39,7.99,2.11
Tadla-Azilal,12.16,Amira,Late,Clay,7.8,1.47,,18.45,192.81,17.81,308.97,7.25,5.23
Gharb-Chrarda-Beni Hssen,4.54,Chifaa,Medium,Vertisol,7.1,2.52,0.21,28.59,81.29,16.71,415.21,8.56,5.09
Souss-Massa-Drâa,3.56,Assiya,Medium,Sandy,7.8,1.27,0.1,13.97,123.75,23.79,272.27,9.21,2.98
Souss-Massa-Drâa,14.38,Khnata,Early,Sandy,8.3,2.48,0.22,13.34,104.42,22.92,324.31,8.01,3.94
Fès-Boulemane,0.63,Amira,Late,Clay,7.5,2.29,0.2,19.63,162.47,18.09,311.06,7.8,2.29
Souss-Massa-Drâa,14.97,Assiya,Medium,Sandy,8.2,1.5,0.18,11.66,115.6,20.6,258.7,8.88,4.45
Chaouia-Ouardigha,21.92,Amira,Late,Vertisol,6.9,1.65,0.23,15.13,116.26,18.58,273.8,6.06,2.55
Marrakech-Tensift-Al Haouz,12.51,Khnata,Early,Sandy,7.4,2.04,0.2,11.2,148.37,23.79,236.44,8.01,5.22
Doukkala-Abda,12.37,Khnata,Early,Sandy,7.6,1.44,0.11,15.17,171.38,22.61,306.38,6.38,
Chaouia-Ouardigha,5.36,Massine,Late,Sandy,7.1,1.24,0.15,24.49,96.98,18.62,469.6,9.12,1.07
Chaouia-Ouardigha,23.45,Khnata,Early,Vertisol,,1.85,0.16,15.34,104.57,21.35,315.18,8.28,2.34
Meknès-Tafilalet,12.6,Massine,Late,Clay,7.5,1.53,0.09,24.48,114.6,,401.19,7.77,1.96
Fès-Boulemane,11.24,Massine,Late,Clay,7.6,1.57,0.24,10.39,216.32,17.79,449.78,7.23,3.54
Meknès-Tafilalet,2.57,Chifaa,Medium,Loam,6.7,1.17,0.1,17.99,135.6,19.08,365.32,8.95,2.02
Chaouia-Ouardigha,23.84,Amira,Late,Vertisol,7.8,0.81,0.2,11.42,,18.47,356.18,6.92,4.82
Fès-Boulemane,,Amira,Late,Clay,7.4,1.59,0.17,21.43,,16.75,,6.39,2.21
Marrakech-Tensift-Al Haouz,10.05,Chifaa,Medium,Sandy,8.3,1.86,0.08,21.32,148.66,21.18,261.85,8.61,4.53
Rabat-Salé-Zemmour-Zaër,11.61,Khnata,Early,Clay,7.1,2.09,0.24,9.91,90.38,18.94,394.14,8.95,3.89
Fès-Boulemane,12.77,Assiya,Medium,Sandy,7.7,2.07,0.22,23.51,84.86,18.52,346.74,7.75,5.93
Marrakech-Tensift-Al Haouz,9.4,Amira,Late,Loam,7.5,1.22,0.17,11.31,145.62,20.05,279.74,9.2,6.0
Souss-Massa-Drâa,1.78,Assiya,Medium,Sandy,8.2,1.08,0.12,18.42,135.81,20.99,265.0,9.07,5.35
Marrakech-Tensift-Al Haouz,7.57,Assiya,Medium,Sandy,7.9,1.47,0.1,24.76,99.16,20.08,295.53,7.82,4.8
Doukkala-Abda,6.94,Assiya,Medium,Vertisol,7.5,1.47,,32.65,176.26,20.56,298.49,6.94,2.93
Chaouia-Ouardigha,15.19,Amira,Late,Vertisol,7.4,1.81,0.12,24.26,219.01,19.07,299.24,7.06,
Souss-Massa-Drâa,6.4,Chifaa,Medium,Sandy,7.5,1.19,0.17,13.82,135.39,19.39,288.83,,5.78
Chaouia-Ouardigha,6.65,Khnata,Early,Vertisol,7.0,2.05,0.24,9.79,167.44,17.71,295.87,,1.12
Souss-Massa-Drâa,5.56,Massine,Late,Sandy,8.2,2.29,0.18,11.2,214.82,21.61,232.89,,3.69
Gharb-Chrarda-Beni Hssen,2.11,Amira,Late,Vertisol,7.8,2.18,0.23,25.01,196.41,23.61,409.59,7.06,2.09
Tadla-Azilal,12.22,Chifaa,Medium,Loam,7.4,2.0,0.19,21.48,144.9,18.63,250.87,8.54,3.79
Rabat-Salé-Zemmour-Zaër,14.24,Amira,Late,Clay,7.8,1.67,0.16,10.55,183.25,18.63,462.2,8.95,3.33
Tanger-Tétouan,1.55,Chifaa,Medium,Clay,7.4,1.93,0.23,19.22,,20.35,364.78,9.63,3.88
Gharb-Chrarda-Beni Hssen,14.35,Khnata,Early,Clay,7.8,2.72,0.16,21.47,151.69,18.73,393.23,7.22,3.75
